Cafeteria Y Restaurant El Pacifico,2,U1098
Koye Sushi,2,U1098
Puesto De Tacos,1,U1098
Tortas Locas Hipocampo,1,U1098
Unicol's Pizza,1,U1098
Restaurante Marisco Sam,2,U1098
Hamburguesas Saul,1,U1098
Restaurant Oriental Express,1,U1099
Restaurante La Gran Via,1,U1099
Restaurante Marisco Sam,2,U1099
Restaurant La Chalita,0,U1099
Restaurante Guerra,1,U1099
Unicol's Pizza,1,U1099
Pizzeria Julios,1,U1099
Hamburguesas Saul,0,U1099
Pizza Clasica,2,U1099
Gorditas Doa Gloria,2,U1099
Restaurante Pueblo Bonito,1,U1099
Log Yin,2,U1100
Mariscos Tia Licha,2,U1100
Vips,2,U1100
Restaurant Los Pinos,2,U1100
Sanborns Casa Piedra,2,U1100
Subway,2,U1100
Luna Cafe,0,U1101
La Cantina Restaurante,2,U1101
Restaurante Versalles,2,U1101
Restaurant La Chalita,2,U1101
Cafeteria Y Restaurant El Pacifico,2,U1101
Unicol's Pizza,1,U1101
El Rincón De San Francisco,0,U1101
Restaurante Bar El Gallinero,1,U1101
Restaurant Orizatlan,2,U1101
Restaurant De Mariscos De Picon,1,U1101
Don Burguers,2,U1102
Tortas Y Hamburguesas El Gordo,2,U1102
Hamburguesas Valle Dorado,2,U1102
Sirlone,2,U1102
El Lechon Potosino,2,U1102
Little Caesars,2,U1103
Tacos Abi,1,U1103
Vips,1,U1103
Little Pizza Emilio Portes Gil,1,U1103
Carnitas Mata,2,U1103
Palomo Tec,1,U1103
Taqueria El Amigo,0,U1103
Gorditas Doña Tota,1,U1103
Luna Cafe,1,U1104
Restaurant El Muladar De Calzada,1,U1104
Restaurante Casa De Las Flores,1,U1104
El Rincon De San Francisco,2,U1104
Cafeteria Y Restaurant El Pacifico,2,U1104
La Cantina Restaurante,1,U1104
Gorditas Doa Gloria,1,U1104
Restaurante El Cielo Potosino,1,U1104
Preambulo Wifi Zone Cafe,2,U1104
Tortas Locas Hipocampo,2,U1104
Puesto De Tacos,1,U1104
Restaurant De Mariscos De Picon,0,U1104
La Cantina Restaurante,0,U1105
Restaurant De Mariscos De Picon,0,U1105
Restaurante Y Pescaderia Tampico,0,U1105
Restaurant El Muladar De Calzada,0,U1105
Restaurant Los Compadres,0,U1105
Rincon Huasteco,0,U1105
Abondance Restaurante Bar,0,U1105
El Herradero Restaurante And Bar,0,U1105
Restaurante El Chivero S.A. De C.V.,2,U1106
Koye Sushi,2,U1106
Preambulo Wifi Zone Cafe,2,U1106
La Posada Del Virrey,2,U1106
Restaurante El Cielo Potosino,2,U1106
Tortas Locas Hipocampo,2,U1106
Restaurante Guerra,2,U1106
Restaurant De Mariscos De Picon,2,U1106
Restaurant Oriental Express,2,U1106
Gorditas Doa Gloria,2,U1106
Unicol's Pizza,0,U1106
Cabana Huasteca,2,U1106
El Rincón De San Francisco,0,U1106
La Cantina Restaurante,0,U1106
Restaurante Casa De Las Flores,0,U1106
La Virreina,2,U1106
Cafeteria Y Restaurant El Pacifico,0,U1106
Luna Cafe,1,U1106
Little Caesars,2,U1107
Gorditas Doña Tota,2,U1107
Carnitas Mata Calle Emilio Portes Gil,2,U1107
Restaurante Tiberius,1,U1108
Restaurante El Reyecito,1,U1108
Gordas De Morales,2,U1108
McDonalds Parque Tangamanga,1,U1108
Cafeteria Y Restaurant El Pacifico,2,U1108
Tortas Locas Hipocampo,1,U1108
La Virreina,1,U1108
Restaurante La Parroquia Potosina,2,U1108
Cafe Chaires,1,U1108
Mariscos El Pescador,2,U1108
Pizzeria Julios,1,U1109
Restaurant La Chalita,2,U1109
Tortas Locas Hipocampo,2,U1109
Restaurante Tiberius,2,U1109
Restaurant Oriental Express,2,U1109
Restaurante Alhondiga,2,U1109
Cafeteria Y Restaurant El Pacifico,2,U1109
Puesto De Tacos,2,U1109
Unicol's Pizza,1,U1109
La Virreina,2,U1109
Kiku Cuernavaca,2,U1110
Giovannis,2,U1110
Restaurant Familiar El Chino,2,U1110
Subway,1,U1110
La Estrella De Dimas,1,U1111
Don Burguers,0,U1111
Tortas Y Hamburguesas El Gordo,0,U1111
Dominos Pizza,0,U1111
Potzocalli,2,U1111
KFC,2,U1111
Sirloin Stockade,1,U1111
Sirlone,2,U1111
Hamburguesas Valle Dorado,1,U1111
Restaurante La Cantina,2,U1111
Cenaduria El Rincón De Tlaquepaque,2,U1111
La Posada Del Virrey,1,U1112
Gorditas Doa Gloria,1,U1112
Cafe Chaires,0,U1112
Restaurante El Reyecito,0,U1112
Crudalia,1,U1112
McDonalds Parque Tangamanga,0,U1112
Restaurante Bar Fu-Hao,0,U1112
Restaurante El Cielo Potosino,0,U1112
Koye Sushi,1,U1112
La Parroquia,0,U1112
Restaurante El Chivero S.A. De C.V.,0,U1112
La Cantina,1,U1112
Restaurante Casa De Las Flores,0,U1112
Sirlone,0,U1113
Unicol's Pizza,0,U1113
Restaurante El Reyecito,2,U1113
Koye Sushi,1,U1113
Cafeteria Y Restaurant El Pacifico,0,U1113
Tortas Locas Hipocampo,1,U1113
El Herradero Restaurante And Bar,2,U1113
Restaurant La Chalita,1,U1113
La Estrella De Dimas,1,U1114
Cabana Huasteca,0,U1114
Sushi Itto,0,U1114
Gorditas Doa Gloria,0,U1114
Pizzeria Julios,1,U1114
Vips,0,U1114
Gordas De Morales,0,U1114
Restaurante Tiberius,0,U1114
El Angel Restaurante,0,U1114
Puesto De Tacos,0,U1114
La Fontana Pizza Restaurante And Cafe,0,U1114
Restaurante La Cantina,2,U1115
Restaurante 75,1,U1115
Rincon Huasteco,2,U1115
Abondance Restaurante Bar,1,U1115
Potzocalli,1,U1115
Restaurante Y Pescaderia Tampico,0,U1115
La Estrella De Dimas,2,U1115
El Herradero Restaurante And Bar,2,U1115
Gorditas Doa Gloria,2,U1116
Preambulo Wifi Zone Cafe,1,U1116
Puesto De Tacos,2,U1116
Restaurant Orizatlan,0,U1116
Restaurant Bar Hacienda Los Martinez,0,U1116
El Rincon De San Francisco,2,U1116
La Cantina Restaurante,2,U1116
Tortas Locas Hipocampo,2,U1116
Restaurant La Chalita,2,U1116
Restaurante Marisco Sam,0,U1116
Restaurante Casa De Las Flores,2,U1116
Restaurant Los Pinos,1,U1117
El Cotorreo,1,U1117
Arrachela Grill,2,U1117
Cafeteria Cenidet,1,U1117
Mikasa,0,U1117
El Oceano Dorado,1,U1117
Restaurant Teely,0,U1118
Vips,0,U1118
Restaurant And Bar And Clothesline Carlos N Charlies,0,U1118
Subway,2,U1118
Mariscos Tia Licha,0,U1118
McDonalds Centro,0,U1118
Chilis Cuernavaca,0,U1118
Mariscos Tia Licha,2,U1119
McDonalds Centro,2,U1119
Vips,2,U1119
Subway,0,U1119
Restaurant Las Mañanitas,2,U1119
Don Burguers,2,U1120
El Lechon Potosino,2,U1120
La Cantina,1,U1120
El Herradero Restaurante And Bar,2,U1120
Restaurant La Chalita,0,U1120
Restaurante La Gran Via,1,U1120
Cafeteria Y Restaurant El Pacifico,1,U1120
Cenaduria El Rincón De Tlaquepaque,1,U1120
Tortas Locas Hipocampo,0,U1120
Kiku Cuernavaca,2,U1121
Restaurant Familiar El Chino,2,U1121
Restaurant Bar Coty Y Pablo,2,U1121
Subway,0,U1121
La Fontana Pizza Restaurante And Cafe,2,U1122
Restaurante El Chivero S.A. De C.V.,1,U1122
Preambulo Wifi Zone Cafe,2,U1122
Tortas Locas Hipocampo,2,U1122
Restaurant La Chalita,2,U1122
Koye Sushi,2,U1122
Cabana Huasteca,2,U1122
Gorditas Doa Gloria,2,U1122
Restaurante Tiberius,2,U1122
Pizzeria Julios,2,U1122
El Angel Restaurante,2,U1122
Restaurante Guerra,2,U1122
Tacos De Barbacoa Enfrente Del Tec,1,U1123
Carnitas Mata,1,U1123
Carreton De Flautas Y Migadas,1,U1123
Little Pizza Emilio Portes Gil,1,U1123
Gorditas Doña Tota,1,U1123
Vips,2,U1123
Hamburguesas La Perica,1,U1123
Little Caesars,1,U1123
Restaurante La Estrella De Dima,0,U1124
Restaurant De Mariscos De Picon,1,U1124
El Herradero Restaurante And Bar,1,U1124
El Club,1,U1124
Abondance Restaurante Bar,1,U1124
Restaurante 75,1,U1124
Restaurante La Cantina,1,U1124
Cafeteria Y Restaurant El Pacifico,1,U1124
Potzocalli,1,U1124
Restaurante Y Pescaderia Tampico,1,U1124
Restaurante El Cielo Potosino,1,U1125
Restaurant La Chalita,2,U1125
Restaurante Marisco Sam,1,U1125
Restaurante Alhondiga,1,U1125
Restaurant Oriental Express,1,U1125
Cafeteria Y Restaurant El Pacifico,1,U1125
Restaurante Guerra,1,U1125
Restaurante La Estrella De Dima,2,U1125
Restaurante Pueblo Bonito,1,U1125
El Club,0,U1125
Pizza Clasica,1,U1125
Potzocalli,2,U1126
Restaurante Y Pescaderia Tampico,1,U1126
Restaurant La Chalita,1,U1126
Luna Cafe,2,U1126
La Cantina Restaurante,2,U1126
El Rincón De San Francisco,2,U1126
Restaurant Los Compadres,0,U1126
Rincon Huasteco,0,U1126
El Herradero Restaurante And Bar,2,U1126
Abondance Restaurante Bar,0,U1126
Sanborns Casa Piedra,2,U1127
Chilis Cuernavaca,2,U1127
Subway,2,U1127
Rincon Del Bife,2,U1127
Vips,0,U1128
La Parroquia,0,U1128
Restaurante Marisco Sam,0,U1128
Crudalia,0,U1128
Restaurante El Chivero S.A. De C.V.,0,U1128
El Pueblito,0,U1128
Koye Sushi,0,U1128
Shi Ro Ie,0,U1128
Restaurante Tiberius,0,U1128
La Fontana Pizza Restaurante And Cafe,0,U1128
Pizzeria Julios,0,U1128
Tacos Correcaminos,0,U1129
Cafe Ambar,1,U1129
Carnitas Mata  Calle 16 de Septiembre,0,U1129
Gorditas Dona Tota,0,U1129
Gorditas Dona Tota,1,U1130
La Perica Hamburguesa,0,U1130
Cafe Ambar,0,U1130
Carnitas Mata  Calle 16 de Septiembre,0,U1130
Tortas Y Hamburguesas El Gordo,0,U1131
KFC,2,U1131
La Estrella De Dimas,0,U1131
Chaires,2,U1131
Dominos Pizza,1,U1131
Restaurante Y Pescaderia Tampico,2,U1131
Restaurant Orizatlan,2,U1132
Restaurante Versalles,1,U1132
Cafeteria Y Restaurant El Pacifico,1,U1132
La Virreina,2,U1132
La Cantina Restaurante,2,U1132
El Rincon De San Francisco,1,U1132
Restaurante El Cielo Potosino,2,U1132
Tortas Locas Hipocampo,2,U1132
Puesto De Tacos,2,U1132
Restaurant La Chalita,1,U1132
Restaurant Bar Coty Y Pablo,1,U1133
Restaurant Teely,1,U1133
Rincon Del Bife,1,U1133
Vips,2,U1133
Subway,2,U1133
Restaurant Familiar El Chino,0,U1133
Mikasa,1,U1133
Restaurant Las Mañanitas,2,U1133
Restaurant And Bar And Clothesline Carlos N Charlies,1,U1133
Restaurante La Parroquia Potosina,2,U1134
Restaurante El Chivero S.A. De C.V.,2,U1134
Los Toneles,1,U1134
Mariscos El Pescador,2,U1134
Cafe Chaires,0,U1134
Cabana Huasteca,2,U1134
La Cochinita Pibil Restaurante Yucateco,2,U1134
Koye Sushi,1,U1134
Tortas Locas Hipocampo,2,U1134
Restaurante El Reyecito,2,U1134
El Angel Restaurante,2,U1134
Restaurant Bar Hacienda Los Martinez,2,U1134
Puesto De Tacos,1,U1134
Restaurant Wu Zhuo Yi,1,U1134
La Cantina,0,U1134
Restaurante Casa De Las Flores,1,U1134
Restaurante Marisco Sam,0,U1135
Restaurant Oriental Express,0,U1135
Cafeteria Y Restaurant El Pacifico,0,U1135
La Virreina,0,U1135
Restaurante La Gran Via,0,U1135
Unicol's Pizza,0,U1135
Restaurante Alhondiga,0,U1135
Restaurante Tiberius,0,U1135
Gorditas Doa Gloria,0,U1135
Puesto De Tacos,0,U1135
Luna Cafe,0,U1135
La Cantina Restaurante,0,U1135
El Rincón De San Francisco,0,U1135
Tortas Locas Hipocampo,0,U1135
La Virreina,2,U1136
Restaurante El Reyecito,2,U1136
Restaurante Bar Fu-Hao,1,U1136
Tacos Los Volcanes,2,U1136
Restaurante El Chivero S.A. De C.V.,1,U1136
La Cochinita Pibil Restaurante Yucateco,2,U1136
Sushi Itto,1,U1136
Crudalia,2,U1136
La Posada Del Virrey,2,U1136
Restaurante La Parroquia Potosina,1,U1136
Mariscos El Pescador,2,U1137
Restaurante De Mariscos La Langosta,2,U1137
Dairy Queen,2,U1137
Restaurant Oriental Express,2,U1137
La Estrella De Dimas,2,U1137
Gordas De Morales,2,U1137
Puesto De Tacos,2,U1137
Restaurante El Cielo Potosino,2,U1137
Restaurant Bar Hacienda Los Martinez,2,U1137
Restaurante Tiberius,0,U1137
La Posada Del Virrey,2,U1137
Gorditas Doa Gloria,2,U1137
Tortas Locas Hipocampo,2,U1137
Vips,2,U1137
El Pueblito,1,U1138
Cafe Punta Del Cielo,2,U1138
Crudalia,2,U1138
